id,title,public_type,specific_type,decision,confidence,current_subjects,proposed_subjects,add,remove,taxonomy_gap,rationale,summary,source_path
phaedra,Phaedra,work,album,retain,high,sound|time,sound|time,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Tangerine Dream's 1974 album, the record that established the sequencer-driven Berlin School sound.",content/library/work/phaedra/index.md
pharoah,Pharoah,work,album,retain,high,sound|time,sound|time,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Pharoah Sanders's 1976 album, self-released on India Navigation.",content/library/work/pharoah/index.md
planetary-unfolding,Planetary Unfolding,work,album,change,medium,sound|space,sound|instruments,instruments,space,,"Space appears to derive from an ambient title, venue name, or stylistic association rather than from spatial organization, an environment, geometry, distribution, or spatialization in the entry.","Michael Stearns' 1981 analog space-music album, made on a Serge modular synthesizer.",content/library/work/planetary-unfolding/index.md
plux-quba,Plux Quba,work,album,change,medium,sound|perception,sound,,perception,,"The record presents an album or performance without making sensation, listening, cognition, observation, or perceptual organization a substantial subject.","Nuno Canavarro's 1988 album of miniature, dreamlike electronic and acoustic sound-collage.",content/library/work/plux-quba/index.md
polytope-de-cluny,Polytope de Cluny,work,composition,change,medium,number|sound,sound,,number,,"The entry only identifies an electroacoustic work by Xenakis. Number appears inherited from the creator rather than supported by the work record, so the proposal retains Sound only.",Electroacoustic work by Iannis Xenakis.,content/library/work/polytope-de-cluny/index.md
presque-rien-no-1,Presque Rien No. 1: Le Lever du Jour au Bord de la Mer,work,composition,retain,high,sound|time|perception,sound|time|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Luc Ferrari's 1970 tape piece built from a near-unedited dawn field recording at the sea's edge.,content/library/work/presque-rien-no-1/index.md
prospectus-1983,Prospectus,work,album,change,high,sound|space,sound,,space,,"Space appears to derive from an ambient title, venue name, or stylistic association rather than from spatial organization, an environment, geometry, distribution, or spatialization in the entry.","The Steve Lacy Seven's 1983 double LP, recorded live at IRCAM's Espace de Projection.",content/library/work/prospectus-1983/index.md
psychonavigation-i-v,Psychonavigation I-V,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","A collection of the five Psychonavigation albums by Pete Namlook and Bill Laswell, originally released 1994-2002.",content/library/work/psychonavigation-i-v/index.md
pulsation,Pulsation,work,album,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",1983 free-improvisation duo album pairing percussionist Masahiko Togashi with guitarist Masayuki Takayanagi.,content/library/work/pulsation/index.md
pulse-demon,Pulse Demon,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Merzbow's 1996 album, live noise concrète made entirely with a fuzz box and no overdubs.",content/library/work/pulse-demon/index.md
pulse-music-iii,Pulse Music III,work,composition,retain,high,sound|time|number,sound|time|number,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","John McGuire's 1978-79 phase-based electronic work, realized at the West German Radio electronic music studio.",content/library/work/pulse-music-iii/index.md
pythagoron,Pythagoron,work,album,retain,high,sound|perception,sound|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","The sole, privately issued 1977 album from Pythagoron, sold via mail-order as sound for altering brainwave states.",content/library/work/pythagoron/index.md
q-are-we-not-men-a-we-are-devo,Q: Are We Not Men? A: We Are Devo!,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Devo's 1978 debut album, produced by Brian Eno, a founding document of American new wave.",content/library/work/q-are-we-not-men-a-we-are-devo/index.md
rabbit-run,Rabbit Run,work,album,change,medium,sound|feedback,sound|instruments,instruments,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","2003 trio album by Keith Rowe, Thomas Lehn, and Marcus Schmickler, recorded at Piethopraxis, Cologne.",content/library/work/rabbit-run/index.md
radioactivity,Radioactivity,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Kraftwerk's 1975 concept album built around radio and radioactivity.,content/library/work/radioactivity/index.md
rainbow-delta,Rainbow Delta,work,album,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Patrick Gleeson's 1980 electronic-jazz album, recorded at his own Different Fur studio.",content/library/work/rainbow-delta/index.md
rainbow-electronics,Rainbow Electronics,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Merzbow's 1990 album, condensed from roughly 21 hours of raw material recorded 1987-1990.",content/library/work/rainbow-electronics/index.md
rainforest,Rainforest,work,composition,retain,high,sound|instruments|space,sound|instruments|space,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",David Tudor's series of works in which sounds are given physical form through resonating objects.,content/library/work/rainforest/index.md
